YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M,WD10M,UVA,Wind Energy,Solar Energy
2021,7,22,6.74,6.29,38.95,47.62,99.33,3.34,132.19,15.28,185.1593241,233.784
2021,7,23,6.6,6.11,38.3,39.06,99.26,4.87,295.75,14.36,270.3506076,219.708
2021,7,24,6.82,6.61,38.04,40.25,99.43,4.84,193.12,15.3,269.3702452,234.09
2021,7,25,6.7,6.43,37.21,43.12,99.58,2.93,124.81,15.08,163.7519394,230.724
2021,7,26,7.02,6.67,38.08,40.88,99.44,2.89,161.88,15.62,160.8384795,238.986
2021,7,27,7.17,6.82,39.15,43.75,99.19,2.32,178.69,15.78,128.3501392,241.434
2021,7,28,7.05,6.58,39.12,40.5,99.04,4.32,302.75,15.51,238.6583141,237.303
2021,7,29,6.98,6.79,38.26,39.38,99.31,7.38,338.5,15.86,409.948444,242.658
2021,7,30,7.57,7.02,37.67,43.25,99.42,4.58,237.69,16.72,255.1777089,255.816
2021,7,31,7.06,6.79,38.12,38.94,99.56,2.48,164.62,15.33,138.1693633,234.549
2021,8,1,7.16,6.82,38.36,40.19,99.57,2.73,190.56,15.73,151.9958094,240.669
2021,8,2,7.27,6.89,38.22,36,99.48,3.97,205.31,16.1,220.933702,246.33
2021,8,3,7.08,6.71,38.03,34.31,99.69,3.77,208.44,15.26,210.3748033,233.478
2021,8,4,7.01,6.77,38.18,32.25,99.85,4.32,242.25,15.33,241.3366597,234.549
2021,8,5,7.15,6.85,38.26,34.19,99.7,4.73,228.38,15.75,263.7765585,240.975
2021,8,6,6.96,6.62,38.21,34.44,99.55,3.14,196.12,15.39,174.8721087,235.467
2021,8,7,6.89,6.51,37.82,44.25,99.7,2.04,118.06,15.13,113.925065,231.489
2021,8,8,6.59,6.32,37.44,49.25,99.91,3.44,117.12,14.34,192.749112,219.402
2021,8,9,6.85,6.48,37.98,46.69,99.96,3.76,78.81,15.05,210.4188567,230.265
2021,8,10,6.94,6.64,37.71,34.06,99.86,4.61,211.06,15.21,257.9527116,232.713
2021,8,11,6.84,6.54,38.13,30.88,99.86,3.84,272.75,15.14,214.5774211,231.642
2021,8,12,6.91,6.68,38.32,30.06,99.9,4.03,153.44,15.16,225.1473111,231.948
2021,8,13,6.74,6.51,38.44,36,99.82,4.16,247.31,14.53,232.1345789,222.309
2021,8,14,6.72,6.51,38.87,40.81,99.68,7.06,290.31,15.02,392.8644675,229.806
2021,8,15,6.74,6.61,37.37,41.44,99.71,7.08,312.69,15.3,395.9996933,234.09
2021,8,16,6.95,6.73,36.3,39.31,99.84,5.36,264.06,15.34,301.2252185,234.702
2021,8,17,6.7,6.46,35.46,48.69,99.96,5.12,180.56,14.93,288.8674895,228.429
2021,8,18,6.95,6.58,35.51,48.31,99.82,2.7,80.62,15.45,152.0944725,236.385
2021,8,19,6.76,6.48,35.79,49,99.81,3.18,133.31,15.04,178.9532073,230.112
2021,8,20,6.48,6.32,35.77,53.75,99.97,4.35,119.75,14.77,245.2027723,225.981
2021,8,21,6.36,6.16,37.06,48.56,100.07,3.3,111.31,14.17,185.427652,216.801
2021,8,22,6.28,6.11,37.12,49.75,100.13,2.93,107.62,13.95,164.7041355,213.435
2021,8,23,6.44,6.19,37.37,49.69,100.04,2.9,116.88,14.45,162.7400918,221.085
2021,8,24,6.27,6.02,36.69,56.56,100.1,2.66,103.31,13.87,149.6892744,212.211
2021,8,25,6.41,6.2,37.51,49.38,100.07,2.25,177.06,14.38,126.24481,220.014
2021,8,26,6.64,6.39,37.79,41.31,99.85,3.54,218,14.67,198.0100303,224.451
